"start_station_name","end_station_name","total_trips_2014","avg_duration.x","total_trips_2015","avg_duration.y","trip_change","percent_change"
"Townsend at 7th","Davis at Jackson",4,979.75,1,1523,-3,-75
"Townsend at 7th","Embarcadero at Bryant",2,688,6,761,4,200
"Townsend at 7th","Embarcadero at Folsom",NA,NA,10,775.4,NA,NA
"Townsend at 7th","Embarcadero at Sansome",4,1191.25,1,1095,-3,-75
"Townsend at 7th","Embarcadero at Vallejo",2,902.5,2,1130,0,0
"Townsend at 7th","Golden Gate at Polk",3,852,2,918,-1,-33.3333333333333
"Townsend at 7th","Grant Avenue at Columbus Avenue",NA,NA,1,899,NA,NA
"Townsend at 7th","Harry Bridges Plaza (Ferry Building)",19,900.684210526316,24,835.208333333333,5,26.3157894736842
"Townsend at 7th","Howard at 2nd",4,697,7,998.142857142857,3,75
"Townsend at 7th","Market at 10th",5,705.6,8,608.75,3,60
"Townsend at 7th","Market at 4th",6,709.833333333333,3,699,-3,-50
"Townsend at 7th","Market at Sansome",12,869.166666666667,1,686,-11,-91.6666666666667
"Townsend at 7th","Mechanics Plaza (Market at Battery)",NA,NA,1,888,NA,NA
"Townsend at 7th","Post at Kearny",4,896.5,6,707.5,2,50
"Townsend at 7th","Powell at Post (Union Square)",3,32496,NA,NA,NA,NA
"Townsend at 7th","Powell Street BART",3,756.333333333333,10,603.6,7,233.333333333333
"Townsend at 7th","San Francisco Caltrain (Townsend at 4th)",42,234.02380952381,10,304.3,-32,-76.1904761904762
"Townsend at 7th","San Francisco Caltrain 2 (330 Townsend)",19,239.421052631579,74,966.432432432432,55,289.473684210526
"Townsend at 7th","San Francisco City Hall",1,833,1,642,0,0
"Townsend at 7th","South Van Ness at Market",10,590.6,8,588.125,-2,-20
"Townsend at 7th","Spear at Folsom",14,893.142857142857,14,872.571428571429,0,0
"Townsend at 7th","Steuart at Market",1,854,NA,NA,NA,NA
"Townsend at 7th","Temporary Transbay Terminal (Howard at Beale)",22,787.181818181818,12,814.5,-10,-45.4545454545455
"Townsend at 7th","Townsend at 7th",6,639.333333333333,1,89,-5,-83.3333333333333
"Townsend at 7th","Washington at Kearny",NA,NA,1,1080,NA,NA
"Townsend at 7th","Yerba Buena Center of the Arts (3rd @ Howard)",NA,NA,4,724.25,NA,NA
"University and Emerson","California Ave Caltrain Station",2,883.5,2,717,0,0
"University and Emerson","Cowper at University",NA,NA,1,219,NA,NA
"University and Emerson","Mountain View Caltrain Station",NA,NA,2,23059.5,NA,NA
"University and Emerson","San Antonio Shopping Center",1,2131,1,1244,0,0
"University and Emerson","University and Emerson",9,3498.55555555556,10,120554.9,1,11.1111111111111
"Washington at Kearny","2nd at South Park",NA,NA,1,459,NA,NA
"Washington at Kearny","2nd at Townsend",NA,NA,2,974,NA,NA
"Washington at Kearny","5th at Howard",NA,NA,3,707.666666666667,NA,NA
"Washington at Kearny","Beale at Market",5,367,2,290.5,-3,-60
"Washington at Kearny","Broadway St at Battery St",1,292,9,9299.33333333333,8,800
"Washington at Kearny","Civic Center BART (7th at Market)",1,714,NA,NA,NA,NA
"Washington at Kearny","Clay at Battery",NA,NA,2,122,NA,NA
"Washington at Kearny","Commercial at Montgomery",NA,NA,1,4406,NA,NA
"Washington at Kearny","Davis at Jackson",1,163,5,4665.8,4,400
"Washington at Kearny","Embarcadero at Bryant",1,459,NA,NA,NA,NA
"Washington at Kearny","Embarcadero at Folsom",4,1391,NA,NA,NA,NA
"Washington at Kearny","Embarcadero at Sansome",7,9646.28571428571,6,881,-1,-14.2857142857143
"Washington at Kearny","Embarcadero at Vallejo",3,969.333333333333,NA,NA,NA,NA
"Washington at Kearny","Golden Gate at Polk",1,2776,NA,NA,NA,NA
"Washington at Kearny","Grant Avenue at Columbus Avenue",2,194.5,2,2238,0,0
"Washington at Kearny","Harry Bridges Plaza (Ferry Building)",3,1191.66666666667,NA,NA,NA,NA
"Washington at Kearny","Howard at 2nd",1,380,2,353,1,100
"Washington at Kearny","Market at 10th",1,1083,NA,NA,NA,NA
"Washington at Kearny","Market at 4th",NA,NA,3,416,NA,NA
"Washington at Kearny","Market at Sansome",2,296,2,482.5,0,0
"Washington at Kearny","Mechanics Plaza (Market at Battery)",1,1181,3,359.333333333333,2,200
"Washington at Kearny","Post at Kearny",NA,NA,2,422.5,NA,NA
"Washington at Kearny","Powell at Post (Union Square)",1,865,NA,NA,NA,NA
"Washington at Kearny","Powell Street BART",10,860.3,6,525.833333333333,-4,-40
"Washington at Kearny","San Francisco Caltrain (Townsend at 4th)",4,960,7,1141.28571428571,3,75
"Washington at Kearny","San Francisco Caltrain 2 (330 Townsend)",3,1072.66666666667,4,1135.5,1,33.3333333333333
"Washington at Kearny","San Francisco City Hall",NA,NA,1,1438,NA,NA
"Washington at Kearny","Temporary Transbay Terminal (Howard at Beale)",2,544.5,2,687.5,0,0
"Washington at Kearny","Townsend at 7th",1,1536,NA,NA,NA,NA
"Washington at Kearny","Washington at Kearny",6,13439,6,2258.83333333333,0,0
"Yerba Buena Center of the Arts (3rd @ Howard)","2nd at Folsom",1,289,NA,NA,NA,NA
"Yerba Buena Center of the Arts (3rd @ Howard)","2nd at South Park",1,413,NA,NA,NA,NA
"Yerba Buena Center of the Arts (3rd @ Howard)","2nd at Townsend",1,602,2,907.5,1,100
"Yerba Buena Center of the Arts (3rd @ Howard)","5th at Howard",10,235.6,9,158.555555555556,-1,-10
"Yerba Buena Center of the Arts (3rd @ Howard)","Beale at Market",2,419.5,1,522,-1,-50
"Yerba Buena Center of the Arts (3rd @ Howard)","Broadway St at Battery St",1,457,1,609,0,0
"Yerba Buena Center of the Arts (3rd @ Howard)","Civic Center BART (7th at Market)",3,569,1,547,-2,-66.6666666666667
"Yerba Buena Center of the Arts (3rd @ Howard)","Clay at Battery",NA,NA,2,710,NA,NA
"Yerba Buena Center of the Arts (3rd @ Howard)","Commercial at Montgomery",4,535.5,2,492.5,-2,-50
"Yerba Buena Center of the Arts (3rd @ Howard)","Davis at Jackson",2,453.5,NA,NA,NA,NA
"Yerba Buena Center of the Arts (3rd @ Howard)","Embarcadero at Bryant",NA,NA,1,1026,NA,NA
"Yerba Buena Center of the Arts (3rd @ Howard)","Embarcadero at Sansome",5,2464.8,NA,NA,NA,NA
"Yerba Buena Center of the Arts (3rd @ Howard)","Embarcadero at Vallejo",1,1872,NA,NA,NA,NA
"Yerba Buena Center of the Arts (3rd @ Howard)","Golden Gate at Polk",1,632,NA,NA,NA,NA
"Yerba Buena Center of the Arts (3rd @ Howard)","Grant Avenue at Columbus Avenue",2,689.5,NA,NA,NA,NA
"Yerba Buena Center of the Arts (3rd @ Howard)","Harry Bridges Plaza (Ferry Building)",6,1346,1,1046,-5,-83.3333333333333
"Yerba Buena Center of the Arts (3rd @ Howard)","Howard at 2nd",NA,NA,2,168,NA,NA
"Yerba Buena Center of the Arts (3rd @ Howard)","Market at 10th",7,584.142857142857,2,588,-5,-71.4285714285714
"Yerba Buena Center of the Arts (3rd @ Howard)","Market at Sansome",1,197,2,287,1,100
"Yerba Buena Center of the Arts (3rd @ Howard)","Mechanics Plaza (Market at Battery)",NA,NA,3,474.333333333333,NA,NA
"Yerba Buena Center of the Arts (3rd @ Howard)","Post at Kearny",5,389.4,3,414,-2,-40
"Yerba Buena Center of the Arts (3rd @ Howard)","Powell at Post (Union Square)",1,726,2,398.5,1,100
"Yerba Buena Center of the Arts (3rd @ Howard)","Powell Street BART",5,357.8,2,378,-3,-60
"Yerba Buena Center of the Arts (3rd @ Howard)","San Francisco Caltrain (Townsend at 4th)",17,339.176470588235,15,498.8,-2,-11.7647058823529
"Yerba Buena Center of the Arts (3rd @ Howard)","San Francisco Caltrain 2 (330 Townsend)",11,339.363636363636,14,447.928571428571,3,27.2727272727273
"Yerba Buena Center of the Arts (3rd @ Howard)","San Francisco City Hall",1,558,1,1408,0,0
"Yerba Buena Center of the Arts (3rd @ Howard)","South Van Ness at Market",1,695,2,735.5,1,100
"Yerba Buena Center of the Arts (3rd @ Howard)","Spear at Folsom",1,600,2,613,1,100
"Yerba Buena Center of the Arts (3rd @ Howard)","Steuart at Market",2,463.5,5,417.8,3,150
"Yerba Buena Center of the Arts (3rd @ Howard)","Temporary Transbay Terminal (Howard at Beale)",4,552.75,1,412,-3,-75
"Yerba Buena Center of the Arts (3rd @ Howard)","Townsend at 7th",10,693.7,10,685.2,0,0
"Yerba Buena Center of the Arts (3rd @ Howard)","Washington at Kearny",1,316,1,296,0,0
"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",NA,NA,1,3910,NA,NA
